Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1,3109,Beulah Primary School,Primary,O,Henty Highway,,Beulah,VIC,3395,Henty Highway,,BEULAH,VIC,3395,03 5390 2332,763,Yarriambiack (S),-35.94494,142.41826
Government,1,3110,Merri Creek Primary School,Primary,O,Miller Street,,Fitzroy North,VIC,3068,Miller Street,,FITZROY NORTH,VIC,3068,03 9481 0177,735,Yarra (C),-37.77697,144.98739
Government,1,3113,Sunshine Primary School,Primary,O,Cnr Hampshire & Derby Roads,,Sunshine,VIC,3020,Cnr Hampshire & Derby Roads,,SUNSHINE,VIC,3020,03 8311 5700,118,Brimbank (C),-37.79088,144.8311
Government,1,3129,Tyabb Primary School,Primary,O,186 Mornington-Tyabb Road,,Tyabb,VIC,3913,186 Mornington-Tyabb Road,,TYABB,VIC,3913,03 5977 4584,534,Mornington Peninsula (S),-38.26071,145.16664
Government,1,3139,Wales Street Primary School,Primary,O,Wales Street,,Thornbury,VIC,3071,"Wales Street,",,THORNBURY,VIC,3071,03 9484 3949,189,Darebin (C),-37.76151,145.00883
Government,1,3145,Upper Sandy Creek Primary School,Primary,O,1037 Sandy Creek Road,,Sandy Creek,VIC,3695,1037 Sandy Creek Road,,HUON,VIC,3695,02 6071 8526,335,Indigo (S),-36.35518,147.1129
Government,1,3146,Spensley Street Primary School,Primary,O,193 Spensley Street,,Clifton Hill,VIC,3068,193 Spensley Street,,CLIFTON HILL,VIC,3068,03 9481 4666,735,Yarra (C),-37.78679,145.00388
Government,1,3161,Kew East Primary School,Primary,O,35 Kitchener Street,,Kew East,VIC,3102,35 Kitchener Street,,Kew East,VIC,3102,03 9859 2903,111,Boroondara (C),-37.79647,145.04915
Government,1,3163,Nichols Point Primary School,Primary,O,110 Koorlong Avenue,,Nichols Point,VIC,3501,"110 Koorlong Avenue,",,NICHOLS POINT,VIC,3501,03 5023 1633,478,Mildura (RC),-34.2088,142.20464
Government,1,3174,Irymple Primary School,Primary,O,2032 15th Street,,Irymple,VIC,3498,P O Box 715,,IRYMPLE,VIC,3498,03 5024 5334,478,Mildura (RC),-34.2266,142.15908
Government,1,3179,Brunswick East Primary School,Primary,O,195a Stewart Street,,Brunswick East,VIC,3057,195a Stewart Street,,BRUNSWICK EAST,VIC,3057,03 9387 3361,525,Moreland (C),-37.76527,144.98
Government,1,3215,Eagle Point Primary School,Primary,O,43 School Road,,Eagle Point,VIC,3878,43 School Road,,EAGLE POINT,VIC,3878,03 5156 6382,211,East Gippsland (S),-37.89245,147.68022
Government,1,3216,Yarra Junction Primary School,Primary,O,2370 Warburton Highway,,Yarra Junction,VIC,3797,P O Box 109,,Yarra Junction,VIC,3797,03 5967 1544,745,Yarra Ranges (S),-37.77903,145.60608
Government,1,3222,Sassafras Primary School,Primary,O,399 Mt Dandenong Tourist Road,,Sassafras,VIC,3787,399 Mt Dandenong Tourist Road,,SASSAFRAS,VIC,3787,03 9755 1203,745,Yarra Ranges (S),-37.86162,145.35455
Government,1,3228,Ferny Creek Primary School,Primary,O,School Road,,Ferny Creek,VIC,3786,School Road,,Ferny Creek,VIC,3786,03 9755 1522,745,Yarra Ranges (S),-37.88421,145.33473
Government,1,3237,Toolangi Primary School,Primary,O,Main Road,,Toolangi,VIC,3777,Main Road,,TOOLANGI,VIC,3777,03 5962 9255,562,Murrindindi (S),-37.53537,145.4725
Government,1,3241,Wonga Park Primary School,Primary,O,Dudley Road,,Wonga Park,VIC,3115,Dudley Road,,WONGA PARK,VIC,3115,03 9722 1325,421,Manningham (C),-37.73064,145.274
Government,1,3255,Kinglake West Primary School,Primary,O,1041-1061 Whittlesea-Kinglake Rd,,Kinglake West,VIC,3757,1041-1061Whittlesea-KinglakeRd,,KINGLAKE WEST,VIC,3757,03 5786 5262,562,Murrindindi (S),-37.4813,145.2596
Government,1,3261,Perseverance Primary School,Primary,O,Centreway,Tankerton,French Island,VIC,3921,C/- Crib Point Primary School,,CRIB POINT,VIC,3919,03 5980 1292,939,Unincorporated Vic,-38.38338,145.33341
Government,1,3265,Monbulk Primary School,Primary,O,1 Main Road,,Monbulk,VIC,3793,P O Box 231,,MONBULK,VIC,3793,03 9756 6481,745,Yarra Ranges (S),-37.87685,145.41026
Government,1,3278,Lake Boga Primary School,Primary,O,8 Williams Street,,Lake Boga,VIC,3584,P O Box 137,,LAKE BOGA,VIC,3584,03 5036 9000,661,Swan Hill (RC),-35.46451,143.63207
Government,1,3279,Chum Creek Primary School,Primary,O,705 Chum Creek Road,,Chum Creek,VIC,3777,705 Chum Creek Road,,CHUM CREEK,VIC,3777,03 5962 5391,745,Yarra Ranges (S),-37.60596,145.48925
Government,1,3284,Mount Dandenong Primary School,Primary,O,Farndons Road,,Mount Dandenong,VIC,3767,P O Box  179,,KALORAMA,VIC,3766,03 9751 1136,745,Yarra Ranges (S),-37.83074,145.36217
Government,1,3301,Nullawil Primary School,Primary,O,Church Street,,Nullawil,VIC,3529,P O Box 41,,NULLAWIL,VIC,3529,03 5493 5260,127,Buloke (S),-35.85273,143.17912
Government,1,3309,Badger Creek Primary School,Primary,O,Badger Creek Rd,,Healesville,VIC,3777,P O Box 477,,HEALESVILLE,VIC,3777,03 5962 4019,745,Yarra Ranges (S),-37.68134,145.53324
Government,1,3315,Middle Kinglake Primary School,Primary,O,69 Extons Road,,Kinglake Central,VIC,3757,RSD 1  Extons Road,,KINGLAKE CENTRAL,VIC,3757,03 5786 1295,562,Murrindindi (S),-37.50521,145.31568
Government,1,3322,Point Lonsdale Primary School,Primary,O,22 Bowen Road,,Point Lonsdale,VIC,3225,P O Box 87,,POINT LONSDALE,VIC,3225,03 5258 1501,608,Queenscliffe (B),-38.27443,144.62113
Government,1,3323,Kongwak Primary School,Primary,O,1445 Wonthaggi Korumburra Road,,Kongwak,VIC,3951,P O Box 159,,INVERLOCH,VIC,3996,03 5657 4224,617,South Gippsland (S),-38.51511,145.71286
Government,1,3336,Clarinda Primary School,Primary,O,1166 Centre Road,,Clarinda,VIC,3169,1166 Centre Road,,CLARINDA,VIC,3169,03 9544 3231,343,Kingston (C),-37.927,145.10292
Government,1,3341,Chelsea Heights Primary School,Primary,O,194 Thames Promenade,,Chelsea Heights,VIC,3196,194 Thames Promenade,,CHELSEA HEIGHTS,VIC,3196,03 9772 4139,343,Kingston (C),-38.04502,145.13806
Government,1,3345,Wallington Primary School,Primary,O,608 - 610 Wallington Road,,Wallington,VIC,3222,610 Wallington Road,,WALLINGTON,VIC,3222,03 5250 1841,275,Greater Geelong (C),-38.21788,144.50685
Government,1,3356,Tecoma Primary School,Primary,O,1536 Burwood Highway,,Tecoma,VIC,3160,1536 Burwood Highway,,TECOMA,VIC,3160,03 9754 2354,745,Yarra Ranges (S),-37.90696,145.34492
Government,1,3368,Torquay P-6 College,Primary,O,45-55 Grossmans Road,,Torquay,VIC,3228,45-55 Grossmans Road,,TORQUAY,VIC,3228,03 5261 2360,649,Surf Coast (S),-38.32177,144.31231
Government,1,3381,Emerald Primary School,Primary,O,10 Heroes Avenue,,Emerald,VIC,3782,10 Heroes Avenue,,Emerald,VIC,3782,03 5968 4311,145,Cardinia (S),-37.93338,145.44243
Government,1,3385,Carrum Primary School,Primary,O,Walkers Road,,Carrum,VIC,3197,PO Box 156,,SEAFORD,VIC,3198,03 9772 1117,343,Kingston (C),-38.07812,145.1267
Government,1,3401,Nyora Primary School,Primary,O,Grundy Avenue,,Nyora,VIC,3987,Grundy Avenue,,NYORA,VIC,3987,03 5659 6240,617,South Gippsland (S),-38.33624,145.67489
Government,1,3423,Exford Primary School,Primary,O,1137 Exford Road,,Exford,VIC,3338,R.S.D. Exford Road,,EXFORD,VIC,3338,03 9743 5025,465,Melton (C),-37.74529,144.55879
Government,1,3426,Ultima Primary School,Primary,O,Cnr Cameron & O'Connor Street,,Ultima,VIC,3544,BOX 76,,ULTIMA,VIC,3544,03 5039 6101,661,Swan Hill (RC),-35.47623,143.26617
Government,1,3432,Mount Waverley Primary School,Primary,O,37-45 Park Lane,,Mount Waverley,VIC,3149,37 - 45 Park Lane,,MOUNT WAVERLEY,VIC,3149,03 9807 1480,497,Monash (C),-37.88127,145.12411
Government,1,3433,Marlo Primary School,Primary,O,Jorgensen Street,,Marlo,VIC,3888,P O Box 64,,MARLO,VIC,3888,03 5154 8236,211,East Gippsland (S),-37.79627,148.53504
Government,1,3449,Murrumbeena Primary School,Primary,O,Hobart Road,,Murrumbeena,VIC,3163,Hobart Road,,MURRUMBEENA,VIC,3163,03 9568 1300,231,Glen Eira (C),-37.88617,145.07041
Government,1,3466,Wesburn Primary School,Primary,O,2850 Warburton Highway,,Wesburn,VIC,3799,P O Box 492,,YARRA JUNCTION,VIC,3797,03 5967 1302,745,Yarra Ranges (S),-37.76869,145.64707
Government,1,3470,Koorlong Primary School,Primary,O,3645 Benetook Ave,,Koorlong,VIC,3501,PO BOX 14176,,KOORLONG,VIC,3501,03 5025 7205,478,Mildura (RC),-34.27806,142.08485
Government,1,3476,Warranwood Primary School,Primary,O,1 Wellington Park Drive,,Warranwood,VIC,3134,1 Wellington Park Drive,,Warranwood,VIC,3134,03 9876 6066,441,Maroondah (C),-37.77435,145.24698
Government,1,3479,Willowmavin Primary School,Primary,O,690 Willowmavin Road,,Willowmavin,VIC,3764,690 Willowmavin Road,,WILLOWMAVIN,VIC,3764,03 5782 1319,485,Mitchell (S),-37.25942,144.88823
Government,1,3494,Olinda Primary School,Primary,O,45 Charlemont Lane,,Olinda,VIC,3788,45 Charlemont Lane,,Olinda,VIC,3788,03 9751 1181,745,Yarra Ranges (S),-37.8547,145.36619
Government,1,3497,Carlisle River Primary School,Primary,O,49 Moomowroong Road,,Carlisle River,VIC,3239,49 Moomowroong Road,,CARLISLE RIVER,VIC,3239,03 5235 0261,175,Colac-Otway (S),-38.56393,143.39503
Government,1,3505,Spring Gully Primary School,Primary,O,104-110 Spring Gully Road,,Bendigo,VIC,3550,P O Box 310,,STRATHDALE,VIC,3550,03 5443 7230,262,Greater Bendigo (C),-36.79318,144.28446
Government,1,3515,Mallacoota P-12 College,Pri/Sec,O,25 Bucknall Street,,Mallacoota,VIC,3892,Locked Bag 1001,,MALLACOOTA,VIC,3892,03 5158 0254,211,East Gippsland (S),-37.55943,149.7543
Government,1,3531,Langwarrin Primary School,Primary,O,90 Warrandyte Road,,Langwarrin,VIC,3910,90 Warrandyte Road,,LANGWARRIN,VIC,3910,03 9789 7346,217,Frankston (C),-38.16039,145.18985
Government,1,3535,Cockatoo Primary School,Primary,O,19-33 Belgrave-Gembrook Road,,Cockatoo,VIC,3781,19 - 33 Belgrave Gembrook Road,,Cockatoo,VIC,3781,03 5968 8017,145,Cardinia (S),-37.93937,145.49638
Government,1,3544,Tyabb Railway Station Primary School,Primary,O,88 The Crescent,,Tyabb,VIC,3913,88 The Crescent,,TYABB,VIC,3913,03 5977 4324,534,Mornington Peninsula (S),-38.26195,145.1925
Government,1,3551,Belgrave South Primary School,Primary,O,175 Colby Drive,,Belgrave South,VIC,3160,PO Box 1032,,UPWEY,VIC,3158,03 9754 2505,745,Yarra Ranges (S),-37.9312,145.35792
Government,1,3559,Sydenham - Hillside Primary School,Primary,O,39-49 Community Hub,,Sydenham,VIC,3037,39-49 Community Hub,,SYDENHAM,VIC,3037,03 9361 5300,118,Brimbank (C),-37.70205,144.76233
Government,1,3572,Canterbury Primary School,Primary,O,Molesworth Street,,Canterbury,VIC,3126,Molesworth Street,,CANTERBURY,VIC,3126,03 9836 4537,111,Boroondara (C),-37.83096,145.08314
Government,1,3581,The Lake Primary School,Primary,O,225 Seventeenth Street,,Cabarita,VIC,3505,P O Box 62,,CABARITA,VIC,3505,03 5023 3468,478,Mildura (RC),-34.20592,142.09314
Government,1,3584,Grey Street Primary School (Traralgon),Primary,O,30 - 44 Grey Street,,Traralgon,VIC,3844,P O Box 370,,TRARALGON,VIC,3844,03 5174 2055,381,Latrobe (C),-38.19305,146.53712
Government,1,3585,Brunswick North Primary School,Primary,O,Pearson Street,,Brunswick West,VIC,3055,Pearson Street,,BRUNSWICK WEST,VIC,3055,03 9383 1400,525,Moreland (C),-37.75984,144.95043
Government,1,3590,Fawkner Primary School,Primary,O,Lorne Street,,Fawkner,VIC,3060,P O Box 123,,FAWKNER,VIC,3060,03 9357 3579,525,Moreland (C),-37.71524,144.97476
Government,1,3599,Alphington Primary School,Primary,O,Yarralea Street,,Alphington,VIC,3078,Yarralea Street,,ALPHINGTON,VIC,3078,03 9499 2200,735,Yarra (C),-37.78352,145.03201
Government,1,3612,Bona Vista Primary School,Primary,O,520 Bona Vista Road,,Bona Vista,VIC,3820,520 Bona Vista Road,,BONA VISTA,VIC,3820,03 5627 8435,83,Baw Baw (S),-38.21052,145.95991
Government,1,3613,Banyan Fields Primary School,Primary,O,90 Cadles Road,,Carrum Downs,VIC,3201,P O Box 8844,,CARRUM DOWNS,VIC,3201,03 9782 1333,217,Frankston (C),-38.0946,145.18791
Government,1,3618,Norris Bank Primary School,Primary,O,146 Settlement Road,,Bundoora,VIC,3083,146 Settlement Road,,BUNDOORA,VIC,3083,03 9467 2206,707,Whittlesea (C),-37.69451,145.04263
Government,1,3620,Macclesfield Primary School,Primary,O,405 Macclesfield Road,,Macclesfield,VIC,3782,405 Macclesfield Road,,Macclesfield,VIC,3782,03 5968 4734,745,Yarra Ranges (S),-37.88979,145.47537
Government,1,3631,Black Rock Primary School,Primary,O,71 Arkaringa Crescent,,Black Rock,VIC,3193,P O Box 168,,BLACK ROCK,VIC,3193,03 9598 2293,91,Bayside (C),-37.96987,145.02165
Government,1,3642,Mount Evelyn Primary School,Primary,O,33 Monbulk Road,,Mount Evelyn,VIC,3796,P O Box 249,,MOUNT EVELYN,VIC,3796,03 9736 2233,745,Yarra Ranges (S),-37.79093,145.38882
Government,1,3645,Kilsyth Primary School,Primary,O,Durham Road,,Kilsyth,VIC,3137,Durham Road,,KILSYTH,VIC,3137,03 9725 4320,745,Yarra Ranges (S),-37.80211,145.31494
Government,1,3650,Wonthaggi Primary School,Primary,O,18 Billson Street,,Wonthaggi,VIC,3995,Private Mail  Bag 101,,WONTHAGGI,VIC,3995,03 5672 1600,74,Bass Coast (S),-38.60795,145.58864
Government,1,3659,Spotswood Primary School,Primary,O,Melbourne Road,,Spotswood,VIC,3015,P O Box 2135,,Spotswood,VIC,3015,03 9391 1323,311,Hobsons Bay (C),-37.83045,144.88174
Government,1,3664,Clyde Primary School,Primary,O,13 Oroya Grove,,Clyde,VIC,3978,13 Oroya Grove,,CLYDE,VIC,3978,03 5998 5293,161,Casey (C),-38.13232,145.32639
Government,1,3675,Noble Park Primary School,Primary,O,65 Buckley Street,,Noble Park,VIC,3174,P O Box 412,,NOBLE PARK,VIC,3174,03 9546 8811,267,Greater Dandenong (C),-37.97063,145.17391
Government,1,3680,Deepdene Primary School,Primary,O,958a Burke Road,,Deepdene,VIC,3103,958a Burke Road,,DEEPDENE,VIC,3103,03 9817 1917,111,Boroondara (C),-37.80837,145.06136
Government,1,3684,Clifton Creek Primary School,Primary,O,1020 Deptford Road,,Clifton Creek,VIC,3875,1020 Deptford Rd,,Clifton Creek,VIC,3875,03 5157 9251,211,East Gippsland (S),-37.70208,147.65939
Government,1,3686,Kennington Primary School,Primary,O,60 Crook Street,,Kennington,VIC,3550,PO Box 45,,STRATHDALE,VIC,3550,03 5443 2011,262,Greater Bendigo (C),-36.7688,144.3075
Government,1,3689,Cardinia Primary School,Primary,O,2405 Ballarto Road,,Cardinia,VIC,3978,2405 Ballarto Road,,CARDINIA,VIC,3978,03 5998 8323,145,Cardinia (S),-38.14578,145.42333
Government,1,3696,Grahamvale Primary School,Primary,O,85 Grahamvale Road,,Grahamvale,VIC,3631,85 Grahamvale Road,,GRAHAMVALE,VIC,3631,03 5821 4219,283,Greater Shepparton (C),-36.3572,145.43072
Government,1,3702,Irymple South Primary School,Primary,O,3208 Fifteenth Street,,Irymple,VIC,3498,P O Box 716,,IRYMPLE,VIC,3498,03 5024 5345,478,Mildura (RC),-34.25249,142.19062
Government,1,3703,Glen Huntly Primary School,Primary,O,Grange Road,,Glen Huntly,VIC,3163,P O Box 62,,GLEN HUNTLY,VIC,3163,03 9571 2933,231,Glen Eira (C),-37.89377,145.04623
Government,1,3708,Nanneella Estate Primary School,Primary,O,159 Bennett Road,,Nanneella,VIC,3561,159 Bennett Road,,NANNEELLA,VIC,3561,03 5484 5395,137,Campaspe (S),-36.31297,144.77804
Government,1,3709,Wantirna Primary School,Primary,O,120 Mountain Highway,,Wantirna,VIC,3152,120 Mountain Highway,,WANTIRNA,VIC,3152,03 9801 1938,367,Knox (C),-37.85626,145.21651
Government,1,3716,Wonthaggi North Primary School,Primary,O,Cnr White & Wentworth Road,,Wonthaggi,VIC,3995,P O Box 106,,WONTHAGGI,VIC,3995,03 5672 4697,74,Bass Coast (S),-38.59882,145.60023
Government,1,3717,Melton South Primary School,Primary,O,38 - 46 Exford Road,,Melton South,VIC,3338,P O Box 2043,,MELTON SOUTH,VIC,3338,03 9743 2922,465,Melton (C),-37.70872,144.57426
Government,1,3729,Chelsea Primary School,Primary,O,34-44 Argyle Ave,,Chelsea,VIC,3196,34-44 ARGYLE AVE,,CHELSEA,VIC,3196,03 9773 2055,343,Kingston (C),-38.05489,145.12231
Government,1,3738,Nowa Nowa Primary School,Primary,O,Gorge Road,,Nowa Nowa,VIC,3887,Gorge Road,,NOWA NOWA,VIC,3887,03 5155 7225,211,East Gippsland (S),-37.72662,148.09255
Government,1,3754,Hampton Primary School,Primary,O,528 Hampton Street,,Hampton,VIC,3188,PO Box 97,,Hampton,VIC,3188,03 9598 1412,91,Bayside (C),-37.93339,145.00348
Government,1,3774,Victorian College For The Deaf,Special,O,597 St Kilda Road,,Melbourne,VIC,3004,597 St Kilda Road,,MELBOURNE,VIC,3004,03 9510 1706,460,Melbourne (C),-37.84977,144.98231
Government,1,3787,Balliang East Primary School,Primary,O,4 School Road,,Balliang East,VIC,3340,4 School Road,,BALLIANG EAST,VIC,3340,03 5369 5148,515,Moorabool (S),-37.79498,144.41535
Government,1,3790,Edithvale Primary School,Primary,O,42-54 Edithvale Road,,Edithvale,VIC,3196,Edithvale Road,,EDITHVALE,VIC,3196,03 9772 1393,343,Kingston (C),-38.03749,145.11297
Government,1,3805,Orrvale Primary School,Primary,O,300 Channel Road,,Orrvale,VIC,3631,300 Channel Road,,ORRVALE,VIC,3631,03 5829 2490,283,Greater Shepparton (C),-36.41041,145.44054
Government,1,3806,Penders Grove Primary School,Primary,O,370 Victoria Road,,Thornbury,VIC,3071,370 Victoria Road,,THORNBURY,VIC,3071,03 9484 1076,189,Darebin (C),-37.75452,145.01427
Government,1,3819,Underbool Primary School,Primary,O,67 Cotter Street,,Underbool,VIC,3509,P O Box 43,,UNDERBOOL,VIC,3509,03 5094 6342,478,Mildura (RC),-35.17057,141.81405
Government,1,3820,Caulfield Junior College,Primary,O,186 Balaclava Road,,Caulfield North,VIC,3161,186 Balaclava Road,,CAULFIELD NORTH,VIC,3161,03 9509 6872,231,Glen Eira (C),-37.87211,145.02156
Government,1,3835,Seaford Primary School,Primary,O,Mcrae Street,,Seaford,VIC,3198,McRae Street,,SEAFORD,VIC,3198,03 9786 1357,217,Frankston (C),-38.10444,145.1305
Government,1,3841,Wattle Park Primary School,Primary,O,225 Warrigal Road,,Burwood,VIC,3125,225 Warrigal Road,,BURWOOD,VIC,3125,03 9808 2165,698,Whitehorse (C),-37.84264,145.09737
Government,1,3859,Murrabit Group School,Primary,O,61 Browning Avenue,,Murrabit,VIC,3579,P O Box 42,,MURRABIT,VIC,3579,03 5457 2284,225,Gannawarra (S),-35.52884,143.95075
Government,1,3885,Preston West Primary School,Primary,O,383 Murray Road,,Preston,VIC,3072,383 MURRAY ROAD,,PRESTON,VIC,3072,03 9470 1546,189,Darebin (C),-37.73737,144.99553
Government,1,3889,Thornbury Primary School,Primary,O,16-22 Hutton Street,,Thornbury,VIC,3071,16 - 22 Hutton Street,,THORNBURY,VIC,3071,03 9484 3254,189,Darebin (C),-37.75543,144.99675
Government,1,3890,Footscray West Primary School,Primary,O,Argyle Street,,West Footscray,VIC,3012,Argyle Street,,WEST FOOTSCRAY,VIC,3012,03 9687 1535,433,Maribyrnong (C),-37.79487,144.87527
Government,1,3892,Wandin North Primary School,Primary,O,220 Warburton Highway,,Wandin North,VIC,3139,P O Box 271,,WANDIN NORTH,VIC,3139,03 5964 4570,745,Yarra Ranges (S),-37.76978,145.40971
Government,1,3897,Gardenvale Primary School,Primary,O,66 Landcox Street,,Brighton East,VIC,3187,66 Landcox Street,,BRIGHTON EAST,VIC,3187,03 9596 2871,91,Bayside (C),-37.90468,145.01503
Government,1,3899,Beaumaris Primary School,Primary,O,79-99 Dalgetty Road,,Beaumaris,VIC,3193,P O Box 6140,,Cromer,VIC,3193,03 9589 2619,91,Bayside (C),-37.98527,145.03759
Government,1,3907,Currawa Primary School,Primary,O,2 Ridge Road,,Dookie Campus,VIC,3647,2 Ridge Road,,Dookie Campus,VIC,3647,03 5828 6581,283,Greater Shepparton (C),-36.38475,145.70379
Government,1,3920,Cann River P-12 College,Pri/Sec,O,20-24 Tamboon Road,,Cann River,VIC,3890,20-24 Tamboon,,CANN RIVER,VIC,3890,03 5158 6245,211,East Gippsland (S),-37.5697,149.15302
Government,1,3923,Altona Primary School,Primary,O,109 Blyth Street,,Altona,VIC,3018,P O Box 127,,ALTONA,VIC,3018,03 9398 2925,311,Hobsons Bay (C),-37.86771,144.82274
Government,1,3924,Devon Meadows Primary School,Primary,O,Worthing Road,,Devon Meadows,VIC,3977,"Worthing Road,",,DEVON MEADOWS,VIC,3977,03 5998 2304,161,Casey (C),-38.16203,145.30138
Government,1,3926,Upper Ferntree Gully Primary School,Primary,O,Talaskia Road,,Upper Ferntree Gully,VIC,3156,P O Box 7030,,UPPER FERNTREE GULLY,VIC,3156,03 9758 1527,367,Knox (C),-37.8956,145.31432
Government,1,3931,Eildon Primary School,Primary,O,45 High Street,,Eildon,VIC,3713,45 High Street,,EILDON,VIC,3713,03 5774 2074,562,Murrindindi (S),-37.23397,145.90676
Government,1,3933,Bittern Primary School,Primary,O,Portsmouth Road,,Bittern,VIC,3918,P O Box 3,,BITTERN,VIC,3918,03 5983 9590,534,Mornington Peninsula (S),-38.33986,145.17168
Government,1,3936,Colbinabbin Primary School,Primary,O,56 Mitchell Street,,Colbinabbin,VIC,3559,56 Mitchell Street,,COLBINABBIN,VIC,3559,03 5432 9330,137,Campaspe (S),-36.58988,144.80166
Government,1,3937,Stanhope Primary School,Primary,O,48 Midland Highway,,Stanhope,VIC,3623,PO Box 19,,STANHOPE,VIC,3623,03 5857 2514,137,Campaspe (S),-36.4481,144.98802
Government,1,3939,Hurstbridge Primary School,Primary,O,961-989 Heidelberg-Kinglake Rd,,Hurstbridge,VIC,3099,Main Road,,HURSTBRIDGE,VIC,3099,03 9718 2386,571,Nillumbik (S),-37.6359,145.19812
Government,1,3941,Coburg West Primary School,Primary,O,185-187 Reynard Street,,Coburg,VIC,3058,185-187 REYNARD STREET,,COBURG,VIC,3058,03 9386 1286,525,Moreland (C),-37.74715,144.94762
Government,1,3942,Elwood Primary School,Primary,O,Scott Street,,Elwood,VIC,3184,Scott Street,,ELWOOD,VIC,3184,03 9531 2762,590,Port Phillip (C),-37.8815,144.98836
Government,1,3943,Mont Albert Primary School,Primary,O,Barloa Road,,Mont Albert,VIC,3127,Barloa Road,,MONT ALBERT,VIC,3127,03 9890 1331,698,Whitehorse (C),-37.81308,145.10273
