school_name,address,town,lga_name,x,y
St Thomas' School,Guthridge Parade SALE VIC 3850,SALE,Wellington (S),-38.0994,147.08331
St Leo the Great Primary School,389 Mason Street ALTONA NORTH VIC 3025,ALTONA NORTH,Hobsons Bay (C),-37.839220000000005,144.85169
St Peter's School,2A Parkside Avenue KEILOR EAST VIC 3033,KEILOR EAST,Moonee Valley (C),-37.744240000000005,144.85942
Our Lady Help of Christians School,28 Selby Road WARRNAMBOOL EAST VIC 3280,WARRNAMBOOL EAST,Warrnambool (C),-38.38525,142.51953
Marian College,11-49 Prince Street MYRTLEFORD VIC 3737,MYRTLEFORD,Alpine (S),-36.553340000000006,146.72536000000002
St Martin de Porres School,13-25 Bellin Street LAVERTON VIC 3028,LAVERTON,Hobsons Bay (C),-37.85378,144.77698
St Jude the Apostle School,53 George Street SCORESBY VIC 3179,SCORESBY,Knox (C),-37.88984,145.22596000000001
St Monica's School,137 Brockley Street WODONGA WEST VIC 3690,WODONGA WEST,Wodonga (C),-36.12675,146.87264
Mount Evelyn Christian School/Ranges TEC,135 York Road MOUNT EVELYN VIC 3796,MOUNT EVELYN,Yarra Ranges (S),-37.79883,145.3671
Melbourne Rudolf Steiner School,213 Wonga Road WARRANWOOD VIC 3134,WARRANWOOD,Maroondah (C),-37.77722,145.24881000000002
St Peter's School,Fenton Street BENDIGO NORTH VIC 3550,BENDIGO NORTH,Greater Bendigo (C),-36.744170000000004,144.27274
St Mark's School,4-6 Dimar Court DINGLEY VIC 3172,DINGLEY,Kingston (C),-37.98666,145.12957
The Currajong School,90 Darling Road MALVERN EAST VIC 3145,MALVERN EAST,Stonnington (C),-37.87595,145.05995
Nunawading Christian College-Secondary,161 Central Rd NUNAWADING VIC 3131,NUNAWADING,Whitehorse (C),-37.82255,145.16902
Eltham College,1660 Main Road RESEARCH VIC 3095,RESEARCH,Nillumbik (S),-37.70044,145.19223
Holy Eucharist School,1A Oleander Drive ST ALBANS SOUTH VIC 3021,ST ALBANS SOUTH,Brimbank (C),-37.756440000000005,144.81141000000002
St Paul's Primary School,Fourteenth Street MILDURA VIC 3500,MILDURA,Mildura (RC),-34.2046,142.15603000000002
Learning Co-Operative School,10 Laceys Road HURSTBRIDGE VIC 3099,HURSTBRIDGE,Nillumbik (S),-37.62939,145.21333
St Peter Apostle School,16-38 Guinane Avenue HOPPERS CROSSING VIC 3029,HOPPERS CROSSING,Wyndham (C),-37.87464,144.69031
Donvale Christian College,155 Tindals Road DONVALE VIC 3111,DONVALE,Manningham (C),-37.774029999999996,145.19345
Berengarra School,43 Harrison Street BOX HILL NORTH VIC 3129,BOX HILL NORTH,Whitehorse (C),-37.80388,145.13214
Sholem Aleichem College,11 Sinclair St ELSTERNWICK VIC 3185,ELSTERNWICK,Glen Eira (C),-37.882290000000005,145.0012
St John XXIII Primary School,Regal Avenue THOMASTOWN EAST VIC 3074,THOMASTOWN EAST,Whittlesea (C),-37.67842,145.0392
Braemar College,1499 Mt Macedon Rd WOODEND VIC 3442,WOODEND,Macedon Ranges (S),-37.36383,144.57598000000002
School of the Good Shepherd,88 South Circular Road GLADSTONE PARK VIC 3043,GLADSTONE PARK,Hume (C),-37.69303,144.88946
St Agatha's School,Scott Street CRANBOURNE VIC 3977,CRANBOURNE,Casey (C),-38.11164,145.27885
Resurrection School,402 Corrigan Road KEYSBOROUGH VIC 3173,KEYSBOROUGH,Greater Dandenong (C),-37.989940000000004,145.16293000000002
St Dominic's School,Church Street MELTON VIC 3337,MELTON,Melton (C),-37.68092,144.58463999999998
St Francis Xavier School,143 Bacchus Marsh Road CORIO VIC 3214,CORIO,Greater Geelong (C),-38.07203,144.35813000000002
Gilson College,450 Taylors Road TAYLORS HILL VIC 3037,TAYLORS HILL,Melton (C),-37.7246,144.76315
Cheshire School,583 Ferntree Gully Road GLEN WAVERLEY VIC 3150,GLEN WAVERLEY,Monash (C),-37.902840000000005,145.15809
Galen Catholic College,College Street WANGARATTA VIC 3677,WANGARATTA,Wangaratta (RC),-36.33875,146.31054
Holy Spirit School,120 Oban Road RINGWOOD NORTH VIC 3134,RINGWOOD NORTH,Maroondah (C),-37.79323,145.23692
Lumen Christi School,35 Williams Avenue CHURCHILL VIC 3842,CHURCHILL,Latrobe (C),-38.3164,146.41571000000002
Holy Saviour Parish School,765 Highbury Road VERMONT SOUTH VIC 3133,VERMONT SOUTH,Whitehorse (C),-37.86234,145.17504
St Clare's School,Harbard Street THOMASTOWN WEST VIC 3074,THOMASTOWN WEST,Whittlesea (C),-37.67775,144.99772
Nhill Lutheran School,2 Mackay St NHILL VIC 3418,NHILL,Hindmarsh (S),-36.327729999999995,141.66215
St Anne's School,16 Stewarts Lane SUNBURY VIC 3429,SUNBURY,Hume (C),-37.56839,144.71746000000002
Our Lady of the Pines School,77 Carbine Street DONVALE VIC 3111,DONVALE,Manningham (C),-37.774440000000006,145.17721
St Jude's School,30 Warrandyte Road LANGWARRIN VIC 3910,LANGWARRIN,Frankston (C),-38.15528,145.19111
St Paul's Kealba Catholic School,230-240 Sunshine Avenue KEALBA VIC 3021,KEALBA,Brimbank (C),-37.733740000000004,144.81963000000002
St Elizabeth's School,111 Bakers Road DANDENONG NORTH VIC 3175,DANDENONG NORTH,Greater Dandenong (C),-37.94632,145.19888
St Joseph the Worker School,79 Wilson Boulevard RESERVOIR NORTH VIC 3073,RESERVOIR NORTH,Darebin (C),-37.702220000000004,144.99292
Resurrection School,51 Gum Road KINGS PARK VIC 3021,KINGS PARK,Brimbank (C),-37.7363,144.77539
Catholic Regional College,10 Theodore Street ST ALBANS VIC 3021,ST ALBANS,Brimbank (C),-37.738890000000005,144.79908999999998
St Francis Xavier College,4 Beaconsfield Avenue BEACONSFIELD VIC 3807,BEACONSFIELD,Cardinia (S),-38.052,145.37311
Holy Trinity Lutheran College,Trinity Drive HORSHAM VIC 3400,HORSHAM,Horsham (RC),-36.70818,142.21775
Plenty Valley International Montessori School,315 Aqueduct Rd ST HELENA VIC 3088,ST HELENA,Banyule (C),-37.68407,145.13709
Waverley Christian College,1248 High Street Road WANTIRNA SOUTH VIC 3152,WANTIRNA SOUTH,Knox (C),-37.880140000000004,145.2153
The King David School,517-519 Orrong Road ARMADALE VIC 3143,ARMADALE,Stonnington (C),-37.85823,145.0105
Westbourne Grammar School,300 Sayers Rd TRUGANINA VIC 3029,TRUGANINA,Wyndham (C),-37.850840000000005,144.7249
Nazareth School,14-16 Griffith Street GROVEDALE VIC 3216,GROVEDALE,Greater Geelong (C),-38.20252,144.33011000000002
St Augustine's Primary School,Augustine's Way KEILOR VIC 3036,KEILOR,Brimbank (C),-37.71063,144.82052
St Anthony's School,Wilson Road MELTON SOUTH VIC 3338,MELTON SOUTH,Melton (C),-37.70966,144.5729
St Thomas the Apostle School,251 Diamond Creek Road GREENSBOROUGH NORTH VIC 3088,GREENSBOROUGH NORTH,Nillumbik (S),-37.682190000000006,145.11911
St Luke's School,25 Stokes Road WANTIRNA VIC 3152,WANTIRNA,Knox (C),-37.85338,145.23507
St Peter's School,2A Killeen Street SUNSHINE SOUTH WEST VIC 3020,SUNSHINE SOUTH WEST,Brimbank (C),-37.80028,144.81962
Northside Christian College,31 McLeans Rd BUNDOORA VIC 3083,BUNDOORA,Whittlesea (C),-37.695009999999996,145.05467
St John's College Preston,21 Railway Place West PRESTON VIC 3072,PRESTON,Darebin (C),-37.74725,144.99874
Good Shepherd Lutheran Primary School,53-57 Plymouth Rd CROYDON HILLS VIC 3136,CROYDON HILLS,Maroondah (C),-37.78268,145.26862
Oxley Christian College,15 - 49 Old Melbourne Rd CHIRNSIDE PARK VIC 3116,CHIRNSIDE PARK,Yarra Ranges (S),-37.76357,145.30513
Olivet Christian College,89 Main Rd CAMPBELLS CREEK VIC 3451,CAMPBELLS CREEK,Mount Alexander (S),-37.08849,144.20542
Covenant College,105 Creamery Road BELL POST HILL VIC 3215,BELL POST HILL,Greater Geelong (C),-38.097190000000005,144.31799999999998
Mountain District Christian School,325 Macclesfield Road MONBULK VIC 3793,MONBULK,Yarra Ranges (S),-37.85665,145.45271
Catholic College Wodonga,1 Bowman Court WODONGA VIC 3690,WODONGA,Wodonga (C),-36.12962,146.86239
Caroline Chisholm Catholic College,204 Churchill Avenue BRAYBROOK VIC 3019,BRAYBROOK,Maribyrnong (C),-37.78586,144.8501
St Thomas More School,Cuthbert's Road ALFREDTON VIC 3350,ALFREDTON,Ballarat (C),-37.553490000000004,143.79995
St Mary's School,58 Clegg Road MOUNT EVELYN VIC 3796,MOUNT EVELYN,Yarra Ranges (S),-37.79052,145.39586
St Anne's School,60 Knees Road PARK ORCHARDS VIC 3114,PARK ORCHARDS,Manningham (C),-37.7733,145.21858999999998
St Gabriel's School,30-50 Rangeview Drive TRARALGON WEST VIC 3844,TRARALGON WEST,Latrobe (C),-38.18765,146.51105
Our Lady's School,Craigieburn Road West CRAIGIEBURN VIC 3064,CRAIGIEBURN,Hume (C),-37.5986,144.93137
St Augustine's School,80 Golf Links Road FRANKSTON SOUTH VIC 3199,FRANKSTON SOUTH,Frankston (C),-38.17205,145.14587
St Francis of Assisi School,290-312 Childs Road MILL PARK VIC 3082,MILL PARK,Whittlesea (C),-37.66499,145.05891
Loyola College,325 Grimshaw Street WATSONIA VIC 3087,WATSONIA,Banyule (C),-37.7034,145.08073000000002
Catholic Regional College,109-141 Bulman's Road MELTON VIC 3337,MELTON,Melton (C),-37.67725,144.55041
Newhaven College,1770 Phillip Island Road RHYLL VIC 3923,RHYLL,Bass Coast (S),-38.48834,145.27232
St John's Lutheran School,43-55 Trangmar Street PORTLAND VIC 3305,PORTLAND,Glenelg (S),-38.356790000000004,141.58983999999998
Middle School – Highton,18 Burdekin Road HIGHTON VIC 3216,HIGHTON,Greater Geelong (C),-38.18524,144.31306999999998
Billanook College,197-199 Cardigan Road MOOROOLBARK VIC 3138,MOOROOLBARK,Yarra Ranges (S),-37.78785,145.33887
Fitzroy Community School,597 Brunswick Street FITZROY NORTH VIC 3068,FITZROY NORTH,Yarra (C),-37.78917,144.97981000000001
St Paul Apostle South School,9 William Hovell Drive ENDEAVOUR HILLS VIC 3802,ENDEAVOUR HILLS,Casey (C),-37.98052,145.25793000000002
St Andrew's School,96 Bunney Road CLAYTON SOUTH VIC 3169,CLAYTON SOUTH,Kingston (C),-37.93489,145.10719
St Thomas More's School,313 Canadian Bay Road MOUNT ELIZA VIC 3930,MOUNT ELIZA,Mornington Peninsula (S),-38.19773,145.10114
St Francis' School,Chapel Street NATHALIA VIC 3638,NATHALIA,Moira (S),-36.0586,145.20774
Creek Street Christian College,91 Creek Street BENDIGO VIC 3550,BENDIGO,Greater Bendigo (C),-36.76553,144.27158
Good Shepherd College,297 Mount Napier Road HAMILTON VIC 3300,HAMILTON,Southern Grampians (S),-37.77083,142.04148999999998
Plenty Valley Christian College,840 Yan Yean Road DOREEN VIC 3754,DOREEN,Nillumbik (S),-37.613459999999996,145.13879
St James the Apostle School,Derrimut Road HOPPERS CROSSING NORTH VIC 3029,HOPPERS CROSSING NORTH,Wyndham (C),-37.85729,144.68749
St Simon's School,2 Taylors Lane ROWVILLE VIC 3178,ROWVILLE,Knox (C),-37.92568,145.24533
Queen of Peace Primary School,62 Everingham Road ALTONA MEADOWS VIC 3028,ALTONA MEADOWS,Hobsons Bay (C),-37.87515,144.7917
Don Bosco School,496 Princes Highway NARRE WARREN VIC 3805,NARRE WARREN,Casey (C),-38.02597,145.31501
Our Lady Star of the Sea School,13-29 John Dory Drive OCEAN GROVE VIC 3226,OCEAN GROVE,Greater Geelong (C),-38.26078,144.54016000000001
Catholic Regional College Institute of Training,380 Sydenham Road SYDENHAM VIC 3037,SYDENHAM,Brimbank (C),-37.69914,144.77101000000002
Catholic Regional College North Keilor,Santa Monica Drive KEILOR NORTH VIC 3036,KEILOR NORTH,Brimbank (C),-37.699940000000005,144.80506
Village School,9-13 Holloway Road CROYDON NORTH VIC 3136,CROYDON NORTH,Maroondah (C),-37.76375,145.29449
Bayside Christian College,120-128 Robinsons Road LANGWARRIN SOUTH VIC 3911,LANGWARRIN SOUTH,Frankston (C),-38.17863,145.16302
Andale School,84 Charles Street KEW VIC 3101,KEW,Boroondara (C),-37.80551,145.03603999999999
Trinity Lutheran College,920 Fifteenth Street MILDURA VIC 3500,MILDURA,Mildura (RC),-34.2016,142.12878999999998
Goulburn Valley Grammar School,455 Verney Road SHEPPARTON VIC 3630,SHEPPARTON,Greater Shepparton (C),-36.32748,145.41558
The Knox School,220 Burwood Highway WANTIRNA SOUTH VIC 3152,WANTIRNA SOUTH,Knox (C),-37.86547,145.2192
Heathdale Christian College,175 Derrimut Rd WERRIBEE VIC 3030,WERRIBEE,Wyndham (C),-37.88132,144.68133
Hillcrest Christian College,500 Soldiers Road CLYDE NORTH VIC 3978,CLYDE NORTH,Casey (C),-38.08468,145.3638
St Paul's Anglican Grammar School,150 Bowen Street WARRAGUL VIC 3820,WARRAGUL,Baw Baw (S),-38.14781,145.93042
Sunshine Christian School,81 - 83 Westmoreland Road SUNSHINE NORTH VIC 3020,SUNSHINE NORTH,Brimbank (C),-37.7684,144.83586
Frank Dando Sports Academy,33 Raymond Street ASHWOOD VIC 3147,ASHWOOD,Monash (C),-37.8668,145.10889
Beaconhills College,30-34 Toomuc Valley Road PAKENHAM VIC 3810,PAKENHAM,Cardinia (S),-38.0619,145.46732
Ghilgai School,295 Liverpool Road KILSYTH VIC 3137,KILSYTH,Yarra Ranges (S),-37.82914,145.31893
St Bernadette's Catholic Primary School,1264 Mountain Highway THE BASIN VIC 3154,THE BASIN,Knox (C),-37.8539,145.31083999999998
St Catherine's School,2 Lascelles Drive LALOR WEST VIC 3075,LALOR WEST,Whittlesea (C),-37.6656,145.00323999999998
St Anthony's School,90 Kees Road LARA VIC 3212,LARA,Greater Geelong (C),-38.015190000000004,144.39058
St Mary's School,2-20 Fir Street WHITTLESEA VIC 3757,WHITTLESEA,Whittlesea (C),-37.50906,145.11453999999998
St Charles Borromeo School,230-234 Serpells Road TEMPLESTOWE VIC 3106,TEMPLESTOWE,Manningham (C),-37.7674,145.15343000000001
River City Christian College,29 Rose Street ECHUCA VIC 3564,ECHUCA,Campaspe (S),-36.14482,144.73176
Belgrave Heights Christian School,20 Wattle Valley Road BELGRAVE HEIGHTS VIC 3160,BELGRAVE HEIGHTS,Yarra Ranges (S),-37.9189,145.34623
Oakleigh Grammar,77  Willesden Road OAKLEIGH VIC 3166,OAKLEIGH,Monash (C),-37.89591,145.08282
Worawa Aboriginal College,60 - 80 Barak Lane HEALESVILLE VIC 3777,HEALESVILLE,Yarra Ranges (S),-37.68452,145.50922
Kerang Christian College,98 Wyndham Street KERANG VIC 3579,KERANG,Gannawarra (S),-35.73042,143.91342
St Andrews Christian College,130 Tyner Road WANTIRNA SOUTH VIC 3152,WANTIRNA SOUTH,Knox (C),-37.873870000000004,145.24464
Chairo Christian School,76 Balfour Road DROUIN VIC 3818,DROUIN,Baw Baw (S),-38.14284,145.87712
Australian International Academy of Education,653 Sydney Road COBURG VIC 3058,COBURG,Moreland (C),-37.73633,144.96612
Flinders Christian Community College,155 Mornington - Tyabb Road TYABB VIC 3913,TYABB,Mornington Peninsula (S),-38.26212,145.16798
St Mary MacKillop Primary School,152 Odessa Avenue KEILOR DOWNS VIC 3038,KEILOR DOWNS,Brimbank (C),-37.714620000000004,144.80435
St Catherine of Siena School,101 Bulman's Road MELTON WEST VIC 3337,MELTON WEST,Melton (C),-37.678779999999996,144.5502
St Paul's School,59 Moores Road MONBULK VIC 3793,MONBULK,Yarra Ranges (S),-37.868,145.41206
Our Lady of Fatima School,16 Hinton Street ROSEBUD VIC 3939,ROSEBUD,Mornington Peninsula (S),-38.37133,144.89754
St Justin's School,42 Whalley Drive WHEELERS HILL VIC 3150,WHEELERS HILL,Monash (C),-37.917809999999996,145.19051000000002
Grace Christian College Wodonga,20 Kinchington Road LENEVA VIC 3691,LENEVA,Wodonga (C),-36.15717,146.88735
St Richard's Primary School,672 Mount Dandenong Road KILSYTH VIC 3137,KILSYTH,Yarra Ranges (S),-37.80656,145.32173999999998
Holy Trinity School,10 Riddell Road WANTIRNA SOUTH VIC 3152,WANTIRNA SOUTH,Knox (C),-37.87747,145.24291000000002
Melton Christian College,152-156 Brooklyn Road MELTON SOUTH VIC 3338,MELTON SOUTH,Melton (C),-37.70028,144.56028
Mansfield Rudolf Steiner School,91 Highett Street MANSFIELD VIC 3722,MANSFIELD,Mansfield (S),-37.0614,146.08574
St Paul Apostle North School,76 Mossgiel Park Drive ENDEAVOUR HILLS VIC 3802,ENDEAVOUR HILLS,Casey (C),-37.96753,145.26266
Corpus Christi School,29  Russell Street WERRIBEE VIC 3030,WERRIBEE,Wyndham (C),-37.90995,144.66343999999998
Nazareth College,Manning Drive NOBLE PARK NORTH VIC 3174,NOBLE PARK NORTH,Greater Dandenong (C),-37.94023,145.19546
St Therese School,50 Grossmans Road TORQUAY VIC 3228,TORQUAY,Surf Coast (S),-38.32112,144.31185
Japanese School of Melbourne,6 Ellington Street CAULFIELD SOUTH VIC 3162,CAULFIELD SOUTH,Glen Eira (C),-37.89244,145.0194
Mary MacKillop Catholic Regional College,115 Horn Street LEONGATHA VIC 3953,LEONGATHA,South Gippsland (S),-38.46673,145.96354
King's College,44 Balmoral Road WARRNAMBOOL VIC 3280,WARRNAMBOOL,Warrnambool (C),-38.362109999999994,142.50617
Sophia Mundi Steiner School,1 St Heliers Street ABBOTSFORD VIC 3067,ABBOTSFORD,Yarra (C),-37.80366,145.00522
Al-Taqwa College,201 Sayers Road TRUGANINA VIC 3029,TRUGANINA,Wyndham (C),-37.85265,144.72202
Overnewton Anglican Community College,2-50 Overnewton Road KEILOR VIC 3036,KEILOR,Brimbank (C),-37.706559999999996,144.82318
St Joachim's School,25 Broderick Road CARRUM DOWNS VIC 3201,CARRUM DOWNS,Frankston (C),-38.10335,145.17847
Holy Trinity Primary School,94 Weidlich Road ELTHAM NORTH VIC 3095,ELTHAM NORTH,Banyule (C),-37.698440000000005,145.13546000000002
St Carlo Borromeo School,5-9 Drummond Street GREENVALE VIC 3059,GREENVALE,Hume (C),-37.65364,144.88863999999998
Little Yarra Steiner School,205 Little Yarra Road YARRA JUNCTION VIC 3797,YARRA JUNCTION,Yarra Ranges (S),-37.79444,145.63116000000002
St Mary MacKillop College,53 McCrae Street SWAN HILL VIC 3585,SWAN HILL,Swan Hill (RC),-35.34192,143.5568
St Kevin's School,120 Hallam Road HAMPTON PARK VIC 3976,HAMPTON PARK,Casey (C),-38.039320000000004,145.2674
Bacchus Marsh Grammar,34 South Maddingley Road BACCHUS MARSH VIC 3340,BACCHUS MARSH,Moorabool (S),-37.69027,144.43159
St Peter's College,Cranbourne-Frankston Road CLYDE NORTH VIC 3978,CLYDE NORTH,Casey (C),-38.10841,145.25687
Lighthouse Christian College,927 Springvale Road KEYSBOROUGH VIC 3173,KEYSBOROUGH,Greater Dandenong (C),-38.0012,145.1435
Alphington Grammar School,12 - 18 Old Heidelberg Road ALPHINGTON VIC 3078,ALPHINGTON,Yarra (C),-37.780429999999996,145.03617
St Therese's School,131 Endeavour Drive CRANBOURNE VIC 3977,CRANBOURNE,Casey (C),-38.07727,145.26724
St Ita's School,50 Victoria Street DROUIN VIC 3818,DROUIN,Baw Baw (S),-38.13244,145.862
Yarralinda School,4 Birchwood Drive MOOROOLBARK VIC 3138,MOOROOLBARK,Yarra Ranges (S),-37.76461,145.32506999999998
Lumen Christi School,111 Whitelaw Avenue DELACOMBE VIC 3356,DELACOMBE,Ballarat (C),-37.58019,143.81724
Castlemaine Steiner School & Kindergarten,11 Rilens Rd MUCKLEFORD VIC 3451,MUCKLEFORD,Mount Alexander (S),-37.08188,144.15669
The Kilmore International School,40 White Street KILMORE VIC 3764,KILMORE,Mitchell (S),-37.30103,144.9532
St Mary's Coptic Orthodox College,19-35 Thorpdale Avenue COOLAROO VIC 3048,COOLAROO,Hume (C),-37.65583,144.93121000000002
Mansfield Autism Statewide Services,81 Highett Street MANSFIELD VIC 3722,MANSFIELD,Mansfield (S),-37.0608,146.08586
Minaret College,36-38 Lewis Street SPRINGVALE VIC 3171,SPRINGVALE,Greater Dandenong (C),-37.939040000000006,145.14863
Victory Lutheran College,28 Drage Road WODONGA VIC 3690,WODONGA,Wodonga (C),-36.11673,146.84528
Son Centre Christian College,141a  Aerodrome Road SWAN HILL VIC 3585,SWAN HILL,Swan Hill (RC),-35.377559999999995,143.5465
Girton Grammar School,105 MacKenzie Street BENDIGO VIC 3550,BENDIGO,Greater Bendigo (C),-36.76197,144.27088
St Francis of the Fields School,Blucher Street STRATHFIELDSAYE VIC 3551,STRATHFIELDSAYE,Greater Bendigo (C),-36.80447,144.36129
Galilee Regional Catholic Primary School,301-319 Bank Street SOUTH MELBOURNE VIC 3205,SOUTH MELBOURNE,Port Phillip (C),-37.83616,144.95481
Casey Grammar School,3 New Holland Drive CRANBOURNE EAST VIC 3977,CRANBOURNE EAST,Casey (C),-38.1103,145.2929
St Brendan's School,19 Austin Road SOMERVILLE VIC 3912,SOMERVILLE,Mornington Peninsula (S),-38.23365,145.1684
Mary MacKillop School,2 Ernst Wanke Road NARRE WARREN NORTH VIC 3804,NARRE WARREN NORTH,Casey (C),-37.99584,145.31128
Bethany Catholic Primary School,80 Thames Boulevard WERRIBEE NORTH VIC 3030,WERRIBEE NORTH,Wyndham (C),-37.87559,144.65866
Victory Christian College,6 Kairn Road STRATHDALE VIC 3550,STRATHDALE,Greater Bendigo (C),-36.78263,144.31346000000002
Ilim College,30 Inverloch Crescent BROADMEADOWS VIC 3047,BROADMEADOWS,Hume (C),-37.668620000000004,144.93007
Penola Catholic College,29 GIbson Street BROADMEADOWS VIC 3047,BROADMEADOWS,Hume (C),-37.68786,144.91826
Christian College Bellarine,40 Collins Street DRYSDALE VIC 3222,DRYSDALE,Greater Geelong (C),-38.17102,144.57356000000001
Good Samaritan Catholic Primary School,1-29 Southern Cross Drive ROXBURGH PARK VIC 3064,ROXBURGH PARK,Hume (C),-37.62344,144.93431999999999
Erasmus Primary School,40 Lisson Grove HAWTHORN VIC 3122,HAWTHORN,Boroondara (C),-37.82708,145.03133
Kardinia International College,29-31 Kardinia Drive BELL POST HILL VIC 3215,BELL POST HILL,Greater Geelong (C),-38.10988,144.328
Holy Cross Primary School,158 Hamilton Road NEW GISBORNE VIC 3438,NEW GISBORNE,Macedon Ranges (S),-37.455890000000004,144.59778
St Catherine's Primary School,73 Ridgemont Drive BERWICK VIC 3806,BERWICK,Casey (C),-38.06977,145.33695
Good News Lutheran College,580 Tarneit Road TARNEIT VIC 3029,TARNEIT,Wyndham (C),-37.85525,144.6666
Sirius College,Goulburn Street BROADMEADOWS VIC 3047,BROADMEADOWS,Hume (C),-37.68472,144.93563999999998
